land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,wall_fence,room_size,property_value
255,250,5,5,1,1,0,1,1,3,214934
162,152,2,1,0,1,0,0,0,1,104462
160,141,3,4,1,1,0,1,1,2,163675
196,183,3,3,0,1,0,0,0,2,143390
222,195,3,2,1,1,0,1,0,2,182533
384,364,6,6,1,1,1,1,0,2,294804
478,475,7,6,1,1,1,1,1,2,381565
332,287,5,4,1,1,1,1,1,3,302205
191,182,4,3,0,1,1,0,0,3,141317
330,286,6,7,1,1,1,1,1,2,271701
246,245,5,5,1,0,1,1,1,1,219134
112,105,1,1,1,0,1,0,1,2,85401
309,309,4,2,1,0,1,1,1,2,262053
151,151,2,1,0,0,0,1,0,1,137281
288,280,4,4,1,1,1,1,0,2,223190
275,238,5,2,1,1,1,1,0,2,207272
329,312,5,5,1,1,1,1,1,1,278275
125,112,2,3,0,1,1,0,1,1,116903
319,280,5,3,1,1,1,0,1,2,250610
436,386,6,4,1,1,1,1,1,1,408151
451,448,6,6,1,1,1,1,1,1,377963
341,306,6,4,1,1,1,1,1,2,316906
254,249,5,3,1,1,1,1,1,2,220707
330,310,5,3,1,1,1,1,1,2,293065
514,497,7,6,1,1,1,1,1,3,410453
217,212,3,1,0,0,0,1,0,1,159474
227,196,4,2,0,1,1,1,1,3,201468
359,325,5,2,1,1,1,0,1,2,292164
271,238,4,3,1,1,1,1,0,3,213943
129,123,1,2,1,0,0,0,0,1,76497
205,185,3,1,1,0,0,1,1,2,182300
164,148,3,4,0,0,0,0,0,1,114031
211,194,4,4,1,1,1,1,0,2,199066
237,219,3,2,1,1,0,1,0,2,181745
214,207,3,3,1,1,0,1,0,2,166525
290,264,4,4,1,1,1,0,1,3,222395
475,416,7,5,1,1,1,1,1,2,404497
186,169,3,4,1,1,0,0,1,1,145613
173,161,2,1,0,1,0,0,1,0,143296
219,208,4,3,1,1,1,1,1,2,205677
269,240,5,2,1,1,1,0,1,3,205457
138,131,1,1,0,1,0,0,0,2,102642
287,282,4,4,1,1,1,1,1,3,231982
148,130,2,3,0,1,0,0,0,1,97321
266,240,4,2,1,1,0,1,1,3,223148
233,214,5,4,1,1,1,1,1,2,249523
150,129,1,1,0,0,0,1,1,1,131884
234,222,3,1,0,0,1,0,1,1,175040
296,255,4,3,1,1,1,1,0,3,227810
408,371,7,6,1,1,1,1,1,2,344521
284,246,4,3,1,1,1,1,1,2,235753
103,101,1,1,0,0,0,0,0,1,65540
227,226,4,3,1,1,1,1,1,2,212181
787,689,8,5,1,1,1,1,1,2,664664
131,120,2,3,1,1,0,0,1,1,94041
292,262,5,4,1,1,1,1,1,1,295119
239,207,5,4,1,1,1,1,1,3,204098
202,196,4,2,1,1,0,1,1,3,182564
303,263,5,2,1,1,1,1,1,3,265710
307,293,6,7,0,1,1,1,0,2,250642
359,317,5,5,1,1,1,1,1,2,311917
160,147,3,4,1,0,0,0,1,1,116061
358,316,5,4,1,1,0,1,1,1,299574
407,396,6,7,1,1,1,1,1,2,325621
148,131,2,3,0,0,0,1,1,0,121043
773,760,8,9,1,1,1,1,1,3,576789
231,224,3,4,0,1,0,0,0,1,202344
205,202,4,4,1,1,1,0,0,2,161000
451,417,7,6,1,1,1,1,1,3,389283
427,397,6,6,1,1,1,1,1,3,354297
330,312,5,5,1,1,1,1,0,3,258187
220,192,4,2,1,1,1,1,0,2,184420
306,269,4,4,1,1,1,1,0,3,236124
585,584,7,5,1,1,1,1,1,3,466085
106,96,1,2,1,1,0,0,0,2,82517
413,394,7,6,1,1,1,1,1,3,329782
163,141,2,2,1,1,1,0,0,1,119487
185,158,3,1,0,1,0,1,1,1,160156
209,198,3,4,0,1,0,1,1,1,175937
465,429,7,8,1,1,1,1,1,2,426715
302,299,4,5,1,1,0,1,0,2,259604
200,196,3,4,0,0,0,0,0,1,133156
248,231,4,2,0,1,1,1,1,2,217731
159,141,3,4,1,0,0,0,1,1,113065
314,306,5,4,1,1,1,1,0,3,243494
243,207,5,3,1,1,1,0,1,1,238703
344,328,5,5,1,1,1,1,1,2,296117
222,208,4,3,1,1,0,1,1,2,192713
308,292,4,5,1,1,1,1,0,3,225370
322,289,6,4,1,1,1,1,1,3,278536
506,459,7,7,1,1,1,1,1,3,415232
297,262,4,2,0,1,1,1,1,2,256089
289,251,4,2,0,1,1,1,1,3,230416
132,116,1,1,1,1,0,0,0,0,95292
296,290,4,4,1,1,1,1,1,2,263413
103,98,1,1,0,0,0,0,0,2,71009
254,235,4,4,1,1,1,1,1,3,220118
179,154,3,1,1,1,0,0,0,2,136777
353,344,5,5,1,1,1,1,1,2,295900
159,146,2,2,0,0,1,0,0,0,125241
227,225,3,1,0,0,0,0,1,2,165546
221,214,4,4,0,1,1,1,1,3,187609
164,142,3,4,1,1,1,0,0,1,147135
164,160,3,2,0,0,0,1,0,2,123829
275,264,4,2,1,1,1,1,0,3,213367
348,330,5,4,1,1,1,1,0,2,265087
157,150,3,4,1,1,0,1,0,2,115343
195,187,4,3,1,1,1,1,1,2,203959
167,161,2,2,1,1,0,0,1,0,143487
199,174,4,3,1,1,1,1,1,2,194831
199,187,3,2,0,0,1,0,1,2,157859
106,95,1,1,1,1,1,0,0,0,73820
253,231,5,4,1,1,1,0,1,2,253303
472,434,7,7,1,1,1,1,1,2,432513
199,174,4,5,1,1,1,1,0,2,152643
335,306,5,5,1,1,1,1,1,3,285373
149,130,1,1,0,0,0,0,0,2,91116
141,131,1,2,1,1,0,0,0,1,107374
190,186,3,3,0,0,0,0,0,1,152465
125,115,1,2,1,0,1,0,0,0,96967
164,142,2,1,0,1,0,1,1,1,159862
433,387,6,4,1,1,1,1,1,2,335933
408,369,6,4,1,1,1,1,1,2,349847
218,198,3,3,1,1,0,1,1,1,184838
124,122,2,1,0,0,1,0,0,1,89235
305,265,4,3,1,1,1,1,1,3,259628
253,232,4,4,1,1,1,1,1,2,228989
319,310,5,3,1,1,1,1,1,3,263802
349,326,5,4,1,1,1,0,1,3,281620
467,427,6,7,1,1,1,1,1,1,386200
274,247,4,5,1,1,1,0,0,3,227780
429,401,6,4,1,1,1,1,1,2,400613
248,247,4,4,1,1,0,1,1,3,226815
271,232,4,4,1,1,1,1,1,2,254610
424,403,6,5,1,1,1,1,1,3,329386
233,213,3,1,1,1,0,0,0,2,170249
243,243,4,4,1,1,1,1,1,2,259599
248,234,4,4,1,1,1,1,1,3,209986
261,226,4,2,1,1,1,1,0,3,187009
128,118,2,1,0,1,1,0,1,1,112362
278,246,4,2,1,1,1,1,1,3,239343
290,253,4,2,1,1,1,1,1,3,256203
355,351,5,3,1,0,1,1,1,1,264162
170,165,3,3,1,0,0,0,0,1,113403
114,107,1,1,0,1,0,1,0,0,77068
184,159,3,3,1,1,0,1,1,1,160047
202,202,4,4,1,0,1,1,1,2,187661
328,314,5,3,0,1,1,1,1,1,267245
244,242,5,2,1,1,1,1,1,1,207250
363,361,6,4,1,1,1,1,1,2,307768
183,165,2,3,0,1,1,0,0,0,154757
195,195,4,3,1,0,1,1,1,2,179776
316,309,5,5,0,1,1,1,1,3,283805
157,138,3,2,1,0,0,0,0,1,102872
256,254,4,4,1,1,1,1,0,3,196196
267,267,4,5,1,1,1,1,1,3,233192
208,183,3,2,0,1,1,0,0,1,155584
141,136,2,1,1,0,0,1,0,1,113642
215,187,4,2,0,1,1,1,1,2,211885
147,140,2,1,1,1,1,0,0,1,130832
194,166,4,5,1,1,0,1,1,2,176478
124,118,1,1,0,0,0,0,0,0,88784
303,281,4,4,1,1,1,1,1,3,254698
247,237,5,3,0,1,1,1,1,3,196372
125,112,2,3,0,0,0,1,0,0,82139
316,276,5,4,1,1,1,1,1,1,256795
299,271,5,4,1,1,1,1,1,3,254866
324,314,6,6,1,1,1,1,1,3,273265
251,231,4,4,1,1,1,1,1,2,209696
356,329,5,3,1,1,0,1,1,1,300578
159,145,3,1,1,1,0,0,0,1,103958
150,132,3,1,1,0,1,0,1,2,125862
268,268,4,2,1,1,1,1,0,2,227510
202,194,4,5,1,1,0,1,0,2,165028
148,133,2,3,1,1,0,1,0,1,122594
316,270,6,4,1,1,1,1,1,1,288403
204,196,3,4,1,1,0,0,0,2,146437
273,247,4,3,1,1,1,1,1,3,249036
253,236,4,4,0,1,0,1,1,2,203353
114,99,1,2,1,1,1,0,0,1,102817
426,376,7,8,1,1,1,1,1,2,356970
158,146,2,2,1,1,0,0,1,1,127479
278,247,4,5,1,1,1,1,0,2,209728
218,188,3,2,0,1,0,0,0,2,156573
157,135,3,2,1,0,0,0,0,2,100008
346,332,5,2,1,1,0,0,1,1,282242
184,165,3,1,1,0,0,0,1,1,164056
306,300,4,4,1,1,1,1,1,3,240409
263,229,4,4,1,1,1,1,1,3,221449
415,415,6,5,1,1,1,1,1,3,306285
187,178,2,3,0,0,0,1,0,1,133238
360,357,5,5,1,0,1,1,1,3,272688
145,129,2,3,0,0,0,0,0,1,83643
482,452,8,9,1,1,1,1,1,3,408741
238,219,3,3,0,1,0,1,1,1,203379
176,163,2,2,0,1,1,0,1,0,156313
163,154,2,1,0,0,0,0,0,1,110137
271,245,4,2,1,1,1,0,1,2,218900
164,140,2,2,0,1,0,0,1,1,130932
245,214,4,4,1,1,1,1,0,3,188687
314,299,5,5,1,1,1,1,1,2,262114
159,146,2,2,1,0,0,0,0,1,116812
264,237,5,4,1,1,0,1,1,2,227680
319,291,5,3,1,1,1,1,1,3,290569
238,222,3,1,1,1,1,0,1,2,195404
310,300,4,5,1,1,1,1,0,2,246094
135,121,2,1,0,0,0,0,0,1,93913
233,227,3,3,0,0,1,0,0,2,162207
207,181,4,2,1,1,1,1,1,2,181619
248,241,4,2,1,1,1,1,0,3,181426
310,274,5,4,0,1,1,1,1,2,271769
302,282,4,2,1,1,1,1,0,3,236154
547,545,7,5,1,1,1,1,1,2,475797
116,100,1,2,1,1,0,0,0,2,105806
192,173,4,2,1,1,0,1,1,3,164906
298,294,4,2,1,1,0,1,1,3,261452
155,146,3,4,1,1,0,0,0,2,115761
319,277,5,2,1,1,1,1,1,2,300852
175,157,2,2,0,1,0,1,0,1,137451
144,123,2,1,0,1,1,0,1,1,128472
284,253,4,4,1,1,1,1,1,2,245878
184,177,2,2,1,0,1,0,0,0,147494
536,514,7,7,1,1,1,1,1,2,446558
209,191,3,4,1,1,0,1,0,1,168554
182,161,3,3,0,0,0,0,0,1,110709
319,292,5,3,0,1,1,1,1,2,256295
136,117,1,1,1,0,0,0,0,2,87129
241,208,5,4,1,1,1,1,0,2,197458
308,289,4,5,1,1,1,1,1,3,253786
343,312,6,5,1,1,1,1,1,3,283158
228,194,3,4,1,1,0,0,1,2,192788
274,249,4,5,0,1,0,1,1,3,219597
304,283,4,4,1,1,1,1,1,2,269423
224,212,4,2,1,1,1,1,0,2,201618
194,172,3,1,1,1,1,0,1,1,172145
126,115,2,2,0,0,0,1,0,1,89722
216,211,4,5,1,0,1,1,1,2,181121
358,351,5,5,1,1,1,1,0,2,284811
275,248,4,3,1,1,1,0,1,2,240637
443,420,6,5,1,1,1,1,1,3,376297
146,138,1,2,0,1,0,1,0,1,115675
313,276,5,4,1,1,1,1,1,3,279260
172,153,3,2,1,1,1,0,1,1,164648
303,281,4,4,1,1,1,1,1,3,251792
285,251,4,5,1,1,1,1,1,2,265626
435,393,7,7,1,1,1,1,1,3,381309
149,146,2,3,1,0,0,0,0,0,115233
181,157,3,4,0,0,0,0,0,2,119394
160,150,3,4,1,1,1,0,0,1,129259
203,185,3,2,0,0,0,1,1,2,179057
278,275,4,3,1,1,1,1,1,3,249285
360,331,5,5,1,1,1,1,1,2,301413
228,202,4,4,1,1,1,1,1,3,231245
241,206,5,5,0,1,1,1,1,1,216512
244,212,5,2,1,1,1,1,1,2,212898
276,273,5,5,1,0,1,1,1,3,221348
190,188,3,2,1,0,0,0,0,2,136329
136,133,2,1,1,0,0,0,0,1,104669
109,108,1,2,1,0,0,0,0,1,82881
147,139,1,1,0,0,0,0,0,0,71717
107,97,1,1,1,0,0,0,1,1,73450
114,109,1,1,1,0,0,0,0,1,70777
310,281,4,5,1,1,1,0,0,2,219431
325,295,5,5,1,1,1,1,1,2,288138
204,186,4,3,1,1,1,1,0,2,181943
177,170,3,3,1,0,0,0,0,2,129905
230,197,4,4,1,1,1,1,1,2,212158
234,226,3,1,1,0,0,0,0,1,154845
268,256,4,5,1,1,1,1,1,3,231871
231,198,4,5,1,1,1,1,1,3,225640
234,225,4,2,1,1,1,1,1,2,211444
126,118,1,1,0,1,0,0,0,1,85554
198,179,3,1,1,1,0,0,0,2,141695
209,195,4,3,1,1,0,0,1,3,150445
254,239,4,3,1,1,1,0,0,2,201349
321,295,5,3,1,1,1,1,1,3,265640
453,387,7,6,1,1,1,1,1,3,415436
111,95,1,2,0,0,0,0,0,0,64436
224,195,3,1,1,1,0,0,0,2,140373
219,211,3,1,0,1,0,1,0,2,163438
122,111,2,3,0,1,0,0,0,0,90524
230,208,3,3,0,1,0,0,0,1,156980
279,264,4,3,1,1,1,0,1,2,215539
264,261,5,5,1,0,1,1,0,2,212305
295,262,4,4,1,1,1,1,1,2,292782
267,228,4,3,1,1,1,1,0,3,217326
278,274,5,4,1,1,1,1,1,3,230561
155,153,2,3,0,0,0,1,0,1,116316
159,156,3,1,1,0,0,0,1,1,123867
228,197,4,5,1,1,0,1,1,3,187456
183,182,3,3,1,0,0,1,1,2,160743
217,188,3,1,1,0,0,1,0,2,168356
253,252,5,2,1,1,1,1,1,3,211228
167,161,3,1,1,0,0,1,0,2,156071
175,168,3,3,1,1,0,1,1,2,185341
215,210,4,5,1,1,1,1,1,2,232241
304,301,5,4,1,1,1,1,1,3,255607
155,147,3,3,0,0,0,0,0,2,103359
177,165,3,4,0,0,0,1,0,1,124413
204,179,4,2,1,1,0,1,0,3,172629
303,303,4,5,1,0,1,1,1,3,296568
316,307,5,3,1,1,1,1,1,3,250936
337,313,5,3,1,1,1,0,0,3,241149
340,338,5,3,1,0,1,0,1,1,257585
223,214,3,3,0,1,0,1,0,2,172756
109,108,1,1,1,0,0,0,0,0,82244
267,259,4,4,0,1,1,1,1,2,271271
131,124,1,1,0,1,0,0,0,2,111565
101,87,1,1,1,0,0,0,0,0,80092
232,200,3,3,0,0,0,0,0,2,149711
224,191,4,4,1,1,1,1,1,2,201581
100,87,1,1,1,1,1,0,0,1,96547
285,275,4,5,1,1,1,1,1,3,224701
157,152,2,2,0,0,0,0,0,1,87437
342,301,5,2,0,1,1,0,1,1,278329
145,145,2,2,0,0,0,0,1,1,102921
137,129,2,2,0,1,1,0,0,0,85400
223,190,3,1,1,0,0,0,0,2,161162
217,210,3,1,1,1,0,0,1,2,162015
178,168,2,2,1,1,0,1,0,0,148634
199,177,4,2,0,1,1,0,1,2,165907
209,199,3,1,0,1,1,0,1,2,172891
281,255,5,2,0,1,1,1,0,1,207920
159,156,3,1,0,0,0,0,0,1,113246
238,204,3,2,1,1,0,0,0,2,163833
235,206,5,5,1,1,1,1,1,1,192213
153,135,3,2,0,1,0,0,1,1,129090
135,126,1,2,1,1,0,1,0,1,135263
148,144,2,3,0,0,0,0,0,1,98980
183,166,3,2,1,1,1,0,1,2,183046
258,245,4,4,1,1,1,1,1,2,230865
153,140,2,1,1,1,1,0,0,0,128278
211,206,3,4,0,0,1,0,0,2,151365
283,280,4,3,1,0,1,0,1,3,228272
212,196,4,2,0,1,1,1,1,2,220339
311,299,5,5,1,1,1,1,1,1,256993
120,119,1,1,0,0,0,0,0,0,75536
299,288,4,5,1,1,1,1,1,3,250477
240,220,3,1,1,1,0,1,1,2,201043
311,303,5,3,1,1,1,1,1,3,318931
219,191,4,2,1,1,0,1,1,3,184831
308,270,6,4,1,1,1,1,1,1,250537
188,185,2,3,1,0,0,1,0,1,149566
165,154,2,1,0,1,0,1,0,1,141016
257,228,5,3,1,1,1,1,1,3,206517
328,321,6,6,1,1,1,1,1,3,279364
119,119,1,1,1,0,0,0,0,0,67615
194,185,3,3,1,1,0,0,0,2,154925
301,274,5,5,1,1,1,1,0,2,231892
291,287,4,3,1,1,1,1,1,2,256277
263,263,4,5,1,0,1,1,1,2,229915
192,168,3,2,1,1,0,0,1,1,151026
224,220,4,2,1,0,1,1,1,3,178730
296,284,5,2,1,1,1,1,1,2,250799
221,202,4,4,0,1,1,1,0,2,173213
288,274,5,5,1,1,1,1,1,3,239901
121,120,1,1,0,0,0,0,0,2,90895
238,237,4,2,1,1,1,0,0,2,175307
239,206,3,1,1,1,1,0,0,1,182297
224,207,3,1,0,0,0,0,0,2,156048
235,221,5,5,1,1,1,1,1,2,215561
209,202,3,3,1,1,0,1,1,2,199622
215,205,3,4,0,0,1,0,0,1,141600
246,217,5,5,1,1,1,0,1,1,216270
298,272,4,3,0,1,1,1,1,3,248202
268,229,5,5,1,1,1,1,1,2,225494
257,240,5,2,0,1,1,0,1,2,193878
306,271,6,5,1,1,1,1,1,1,246097
162,143,3,2,0,0,0,1,1,1,125775
293,283,4,3,1,1,1,1,1,3,231256
470,425,7,8,1,1,1,1,1,3,378844
258,238,4,3,1,1,1,1,0,2,204411
112,111,1,2,0,0,0,0,0,2,74106
153,138,2,1,0,1,0,0,0,0,106522
169,160,3,4,1,1,0,0,1,2,126446
276,258,5,4,1,1,1,1,0,3,207402
253,216,4,4,1,1,1,1,1,2,240535
293,261,5,5,1,1,1,1,0,3,231463
337,332,5,3,1,1,1,1,1,3,292304
163,161,3,2,1,0,0,1,0,1,121828
100,97,1,1,0,0,0,1,0,0,88738
217,189,4,2,1,1,1,0,1,2,178056
132,128,2,3,0,0,0,1,1,1,123825
294,261,5,2,1,1,1,1,0,1,245354
228,200,4,2,1,1,1,0,1,3,192083
232,221,5,5,1,1,1,1,1,1,216194
122,112,2,3,0,0,0,0,1,0,73360
305,298,5,5,1,1,1,1,1,3,241137
218,209,4,4,1,1,0,1,1,2,182067
465,401,7,8,1,1,1,1,1,2,386579
189,167,2,2,0,1,0,0,0,0,124708
300,261,4,3,1,1,1,1,1,3,252768
206,186,3,2,1,1,0,1,0,2,160033
331,316,5,5,1,1,0,0,1,3,242718
190,165,2,3,1,1,0,1,0,1,147152
273,244,4,2,1,1,1,1,1,2,237672
255,236,5,4,1,1,1,1,1,3,217473
129,116,2,3,0,1,0,1,0,0,96182
259,254,5,5,1,0,1,1,1,3,237434
489,486,7,4,1,1,1,1,1,3,382425
341,299,6,7,1,1,1,1,1,1,293132
306,263,4,5,1,1,1,1,0,2,240768
276,248,4,2,1,1,1,1,1,2,259464
371,336,6,4,1,1,1,1,1,1,312436
128,128,1,1,0,0,0,0,0,1,83042
264,237,5,4,1,1,0,1,1,3,221468
419,419,7,6,1,1,1,1,1,3,327107
138,118,1,1,0,1,0,0,0,1,90720
192,185,3,1,1,0,1,0,0,2,152412
105,105,1,2,0,0,0,0,1,1,78873
219,202,4,5,1,1,0,1,1,2,180352
315,274,5,3,1,1,1,1,1,1,273502
214,184,3,1,1,1,0,0,1,1,152220
277,249,4,4,1,1,1,0,0,3,200606
261,237,5,5,1,1,1,1,1,3,221553
220,217,4,2,1,1,0,1,0,3,173369
300,270,4,5,0,1,1,0,1,3,231101
264,259,4,4,0,1,1,1,1,2,230616
193,183,4,4,0,1,1,0,1,2,183158
317,271,5,3,1,1,1,1,1,2,288965
293,292,4,3,0,1,1,1,1,2,241528
263,228,5,5,1,1,1,1,1,1,216406
222,189,3,1,0,1,0,1,0,2,169559
192,185,4,3,1,1,1,1,1,3,184908
315,313,6,4,1,1,1,1,1,2,274723
126,122,1,2,0,0,0,0,0,0,75828
297,276,4,3,1,1,1,1,1,3,225792
169,157,2,2,1,0,0,1,1,0,152298
246,232,4,3,1,1,1,1,1,3,219305
238,205,3,1,1,1,0,0,0,2,160220
308,307,4,4,1,1,1,0,1,3,238977
228,209,4,2,0,1,1,1,1,3,190044
296,273,4,3,0,1,1,0,1,2,233797
272,246,4,2,1,1,0,1,1,3,226347
301,272,5,2,1,1,1,1,1,1,245213
231,220,4,4,1,1,1,1,0,3,179763
238,216,5,5,1,1,1,1,1,1,218460
172,160,3,3,0,0,0,0,1,2,138752
281,266,4,2,1,1,1,1,0,2,266269
197,174,4,5,1,1,1,1,1,2,194401
331,299,5,5,1,1,1,0,1,2,252736
249,219,5,3,1,1,1,1,1,1,207721
161,161,3,1,1,0,1,0,1,1,129477
587,515,7,8,1,1,1,1,1,2,512959
135,127,1,1,0,0,0,0,0,0,86996
136,118,2,3,1,1,0,0,0,2,96165
214,194,3,2,1,1,0,0,0,1,143314
231,224,3,4,1,1,1,0,0,1,173690
255,253,4,4,1,1,1,1,1,3,236998
192,174,4,3,1,1,1,1,1,2,181087
187,163,2,1,1,1,0,0,0,0,135139
224,205,4,3,1,1,0,1,1,2,206264
275,249,4,5,1,1,0,1,0,3,199150
118,111,1,2,0,0,0,0,0,2,81590
229,223,4,4,1,1,1,1,0,3,171997
598,560,7,8,1,1,1,1,1,3,543050
179,159,2,1,0,1,0,1,0,3,134143
156,148,2,1,0,0,0,0,0,1,111108
139,120,1,1,0,1,0,0,1,0,109942
545,439,8,8,1,1,1,1,1,2,464909
241,207,4,2,0,1,1,1,1,3,221554
125,112,1,1,0,1,1,0,1,0,110673
266,258,4,3,0,1,1,1,0,2,192566
297,266,5,5,1,1,1,1,1,1,267398
238,236,5,4,1,0,1,1,1,1,218519
192,177,4,4,0,1,1,1,1,3,184791
218,210,3,3,1,0,0,0,1,1,160393
209,189,3,4,0,1,1,0,0,2,149512
172,152,3,4,1,1,1,0,1,1,145510
141,121,1,2,0,0,1,0,1,0,113775
126,112,2,1,1,0,0,1,0,0,103145
334,303,5,3,1,1,1,1,1,3,282403
340,305,5,2,1,1,1,1,1,1,280256
297,267,4,4,1,1,1,1,1,3,262356
213,197,3,3,0,1,0,0,0,1,131932
294,275,4,2,1,1,1,1,1,2,253701
155,152,3,3,1,0,0,1,1,1,146201
236,219,4,4,1,1,1,0,0,2,191742
124,117,1,2,0,0,0,0,0,1,90689
217,188,4,4,1,1,1,1,1,2,215940
242,213,4,5,1,1,1,1,1,3,202072
289,266,5,4,1,1,1,1,1,2,255722
385,339,6,4,1,1,1,1,1,3,301674
239,222,3,3,1,1,0,1,0,1,189205
395,338,6,7,1,1,1,1,1,1,330855
242,241,5,2,1,1,1,1,1,1,195595
165,150,2,1,0,1,0,0,1,2,137775
178,153,3,1,1,1,1,0,0,1,136519
472,412,8,8,1,1,1,1,1,3,376506
152,135,3,3,1,1,0,0,1,2,130917
342,311,5,5,1,1,1,1,1,1,269451
185,158,2,3,0,1,1,0,1,3,180935
245,231,5,3,1,1,1,1,1,3,233397
788,737,8,7,1,1,1,1,1,2,609407
245,244,5,5,1,0,1,1,1,1,197778
182,179,2,3,0,0,0,1,0,3,153482
172,163,3,2,1,0,0,1,0,2,139849
201,184,4,5,1,1,1,0,1,2,156883
205,186,3,2,0,1,1,0,0,2,162903
494,493,7,5,1,1,1,1,0,2,366085
208,205,3,1,0,0,1,0,1,1,175495
301,286,5,5,1,1,1,1,1,1,260570
277,251,5,5,1,1,1,1,1,1,249063
228,203,4,5,1,1,1,1,0,3,172624
324,304,5,2,1,1,1,1,1,1,273804
305,291,4,5,1,1,1,1,1,3,257043
308,274,4,5,1,1,0,1,1,3,309897
299,276,5,4,1,1,1,1,1,2,258740
147,135,1,2,1,0,0,0,1,1,111119
260,252,4,5,0,1,1,1,1,2,218927
402,346,6,6,1,1,1,1,1,2,351958
236,228,5,2,1,1,1,1,1,3,203971
254,236,5,5,1,1,1,1,1,2,214422
171,171,3,1,0,0,0,0,1,2,118700
268,231,4,2,1,1,0,1,0,3,206364
138,132,2,3,1,1,0,1,0,1,113923
317,293,5,2,1,1,1,1,1,2,288759
223,193,4,3,1,1,0,1,1,2,204506
265,237,4,4,1,1,0,0,1,3,218767
312,289,5,2,1,1,1,1,1,1,273742
233,205,3,1,1,0,0,0,0,2,161259
256,231,4,3,1,1,0,1,1,3,213168
299,258,5,2,1,1,1,1,1,1,255927
130,111,1,1,1,1,0,0,0,0,89530
333,304,5,3,1,1,1,1,1,2,275124
309,285,4,5,1,1,1,1,0,3,225853
180,173,3,2,0,0,0,1,0,2,146985
281,281,4,2,0,1,1,1,1,2,241374
268,242,5,3,1,1,1,1,1,1,234060
357,323,6,5,1,1,1,1,1,2,300004
177,174,3,2,1,0,0,0,0,1,115120
200,191,4,5,0,1,1,1,1,2,172974
325,312,6,7,1,1,1,1,1,2,300077
333,302,5,3,1,1,1,1,1,3,285217
410,405,6,5,0,1,1,1,1,2,333839
260,241,4,2,0,1,0,1,1,2,203185
307,304,5,2,1,1,1,1,1,3,243081
144,129,2,2,0,1,0,1,0,0,121406
196,172,3,3,1,1,1,0,0,2,154749
104,92,1,1,1,1,0,0,0,2,102025
130,116,1,1,0,0,0,0,0,1,66722
306,283,4,5,1,1,1,0,0,2,216426
540,479,7,5,1,1,1,1,0,2,389147
221,205,3,4,1,1,1,0,0,1,145819
230,222,4,5,1,1,1,0,1,3,183586
237,226,4,2,1,1,1,1,1,2,208399
122,112,2,1,0,0,0,0,1,0,92173
173,156,3,3,0,1,0,0,0,1,128798
207,195,4,5,1,1,1,1,1,2,199326
160,154,2,2,0,1,0,1,0,0,135802
203,187,4,5,1,1,1,1,1,2,192732
248,221,5,4,1,1,1,1,1,1,236165
270,256,5,2,1,1,1,1,0,1,216112
265,253,5,2,1,1,1,1,1,1,236377
319,309,6,4,1,1,1,1,1,3,281945
100,97,1,1,0,0,0,0,0,2,66391
195,170,3,2,0,1,0,0,1,2,153675
462,424,6,4,1,1,1,1,1,2,371627
219,217,4,2,1,1,0,1,1,2,187171
321,280,5,3,1,1,1,1,1,2,279669
369,353,6,7,1,1,1,1,1,2,339491
172,163,2,3,1,1,0,0,0,2,121750
203,201,3,3,1,0,0,1,1,1,166419
172,172,2,3,0,0,1,0,0,0,123869
252,252,5,4,1,1,1,1,1,2,212332
155,151,2,1,0,0,1,0,0,0,105322
158,138,2,1,0,1,1,0,0,1,116993
345,331,5,3,1,1,1,1,1,3,278911
339,307,6,6,1,1,1,1,1,2,275434
541,515,7,7,1,1,1,1,1,3,430612
126,110,1,1,0,0,0,0,0,0,75459
245,224,5,3,0,1,1,1,1,3,215758
104,94,1,1,1,1,1,0,0,1,103845
182,164,3,4,0,1,0,0,1,2,136345
255,243,4,3,1,1,1,0,1,2,214081
355,310,6,5,1,1,1,1,1,3,303366
180,177,2,3,1,0,0,1,0,2,158658
357,314,5,2,1,1,1,1,1,2,334419
295,279,4,2,0,1,1,1,1,2,270851
302,301,5,3,1,0,1,1,1,1,239035
270,251,5,2,1,1,1,1,1,2,238766
374,360,6,7,1,1,1,1,1,3,353370
506,456,7,7,1,1,1,1,1,2,411720
489,480,7,5,1,1,1,1,1,3,372836
164,146,3,4,0,0,0,0,1,2,115459
200,184,4,5,1,1,1,1,1,3,185105
145,130,1,2,0,1,0,0,0,1,99891
139,128,2,1,0,1,0,0,1,2,117051
156,141,3,3,1,1,1,0,0,1,118156
280,259,4,3,1,1,1,1,1,3,228758
281,261,4,5,1,1,1,1,1,3,229734
304,302,4,4,1,1,1,0,1,2,225872
256,246,5,2,1,1,1,1,1,1,227280
192,167,3,3,1,1,0,1,0,2,162146
310,279,4,5,0,1,1,1,1,2,257272
275,266,4,5,1,1,1,1,1,3,226400
265,256,5,2,1,1,1,1,1,1,219218
179,176,3,1,0,0,0,0,1,2,128698
264,242,5,2,1,1,1,0,1,3,224648
308,268,5,2,0,1,1,1,0,3,236943
386,374,6,4,1,1,1,1,1,3,309426
141,122,1,1,0,1,0,0,0,2,113665
193,183,3,1,1,0,0,0,0,1,142913
245,238,5,5,1,1,1,1,1,2,221254
134,122,2,3,0,1,0,0,0,3,104813
